GalaxyID,Class1.1,Class1.2,Class1.3,Class2.1,Class2.2,Class3.1,Class3.2,Class4.1,Class4.2,Class5.1,Class5.2,Class5.3,Class5.4,Class6.1,Class6.2,Class7.1,Class7.2,Class7.3,Class8.1,Class8.2,Class8.3,Class8.4,Class8.5,Class8.6,Class8.7,Class9.1,Class9.2,Class9.3,Class10.1,Class10.2,Class10.3,Class11.1,Class11.2,Class11.3,Class11.4,Class11.5,Class11.6
100434,0.748,0.214,0.038,0,0.214,0,0.214,0,0.214,0,0.0535,0.13375,0.02675,0.083,0.917,0.561,0.187,0,0,0.027666639,0,0,0.027666639,0.027666639,0,0,0,0,0,0,0,0,0,0,0,0,0
100444,0.791103,0.138192,0.070705,0,0.138192,0,0.138192,0,0.138192,0,0.0829152,0.0552768,0,0.088829,0.911171,0.162967218,0.534785628,0.093350154,1.78E-04,0.022140539,0,0,0.044369997,0.022140539,0,0,0,0,0,0,0,0,0,0,0,0,0
100445,0.186593,0.796066,0.017341,0,0.796066,0,0.796066,0.355462575,0.440603425,0.135023142,0.405012111,0.220226086,0.03580466,0.262162,0.737838,0,0.186593,0,0.074903354,0,0.074903354,0.074903354,0,0.037451677,0,0,0,0,0.141345783,0.214116792,0,0,0.164982622,0,0,0,0.190479953
100458,0.820908,0.081499,0.097593,0,0.081499,0,0.081499,0,0.081499,0,0,0.081499,0,0.921161,0.078839,0.355111666,0.465796334,0,0,0.026713669,0.081062168,0,0.244107665,0.569277498,0,0,0,0,0,0,0,0,0,0,0,0,0
100474,0.201416,0.745599,0.052985,0.551481555,0.194117445,0,0.194117445,0,0.194117445,0.194117445,0,0,0,0.046652,0.953348,4.02E-04,0.007840521,0.193173856,0.002379252,0,0,0,0,0.044272748,0,0.142226541,0,0.409255013,0,0,0,0,0,0,0,0,0
100479,0.841554,0.158446,0,0,0.158446,0,0.158446,0.08739311,0.07105289,0,0.061897088,0.053651242,0.04289767,0.205023,0.794977,0.352775229,0.488778771,0,0,0.0410046,0.1230138,0.0410046,0,0,0,0,0,0,0,0,0.08739311,0,0,0,0,0,0.08739311
100506,0.339372,0.649109,0.011518,0.294705872,0.354403128,0,0.354403128,0.126064737,0.228338392,0,0.083247877,0.271155251,0,0.156862,0.843138,0,0.191636581,0.147735419,0,0.037227274,0.039390872,0,0.080243854,0,0,0.201555535,0,0.093150337,0,0,0.126064737,0,0.126064737,0,0,0,0
100513,0.275971,0.700977,0.023052,0.583913841,0.117063159,0,0.117063159,0,0.117063159,0.043733977,0.073329182,0,0,0.88195,0.11805,0.008330737,0.108518972,0.159121291,0.02557655,0,0.02557655,0,0.1040701,0.7267268,0,0.525522457,0.058391384,0,0,0,0,0,0,0,0,0,0
100520,0.04243,0.95757,0,0.579787568,0.377782432,0.103912458,0.273869974,0.148593164,0.229189268,0,0.157865078,0.219917354,0,0.887464,0.112536,0.005959803,0.004239563,0.032230634,0,0,0,0.042555674,0.021277837,0.823630489,0,0.303693308,0.040582811,0.23551145,0,0,0.148593164,0,0.148593164,0,0,0,0
100541,0.445052,0.533256,0.021693,0.089053752,0.444202248,0,0.444202248,0,0.444202248,0,0.08884045,0.355361798,0,0.229921,0.770079,0,0.38496998,0.06008202,0,0,0,0,0.201180875,0.028740125,0,0.089053752,0,0,0,0,0,0,0,0,0,0,0
100561,0.288297,0.701849,0.009854,0.112969615,0.588879385,0,0.588879385,0.160232314,0.428647071,0.061743415,0.184694953,0.184571288,0.15786973,0.927608,0.072392,0.11201607,0.17628093,0,0,0.022284855,0.022284855,0,0.248847543,0.634190748,0,0.112969615,0,0,0.094613176,0.065619138,0,0,0,0,0,0,0.160232314
100571,0.713051,0.15889,0.128059,0,0.15889,0,0.15889,0,0.15889,0,0,0.15889,0,0.53302,0.46698,0.642762711,0.070288289,0,0,0.03144818,0,0,0.31341576,0.18815606,0,0,0,0,0,0,0,0,0,0,0,0,0
100601,0.666779,0.311222,0.022,0,0.311222,0,0.311222,0,0.311222,0,0.183794953,0.127427047,0,0.022514,0.977486,0.170307359,0.446719926,0.049751715,0,0,0.022514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100623,0.397461,0.569675,0.032864,0.311075021,0.258599979,0,0.258599979,0,0.258599979,0,0.258599979,0,0,0,1,0,0.052484328,0.344976672,0,0,0,0,0,0,0,0.209532358,0,0.101542664,0,0,0,0,0,0,0,0,0
100672,0.931725,0.036703,0.031572,0,0.036703,0,0.036703,0,0.036703,0,0.036703,0,0,0.201979,0.798021,0.708274052,0.223450948,0,0,0.1009895,0.1009895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100673,0.044846,0.955154,0,0.029609774,0.925544226,0.214530971,0.711013255,0.901288488,0.024255738,0.068163556,0.592835141,0.242136253,0.022410202,0.417823,0.582177,0,0.0336345,0.0112115,0.039275362,0.058913043,0.019637681,0.019637681,0.142895466,0.137463767,0,0.006662199,0,0.022947575,0.593047825,0.237038872,0.071201791,0,0.023456934,0.094729927,0.094729927,0.379821896,0.308548904
100724,0.862362,0.137638,0,0,0.137638,0,0.137638,0,0.137638,0,0.049781462,0.048949441,0.038907097,0,1,0.421923544,0.440438456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100727,0.816171,0.156441,0.027388,0,0.156441,0,0.156441,0.135760751,0.020680249,0,0,0.156441,0,0.042799,0.957201,0.766569024,0.049601976,0,0,0.0213995,0.0213995,0,0,0,0,0,0,0,0.04520833,0.090552421,0,0,0.045253539,0,0,0.045253539,0.045253539
100730,0.537875,0.322783,0.139342,0,0.322783,0,0.322783,0.12311105,0.19967195,0.164142902,0,0.004583519,0.154056579,0.238602,0.761398,0.076210971,0.461664029,0,0,0.04056234,0,0,0.19803966,0,0,0,0,0,0,0.12311105,0,0,0,0,0.12311105,0,0
100740,0.638848,0.354207,0.006945,0.237647748,0.116559252,0,0.116559252,0,0.116559252,0.077745021,0.038814231,0,0,0.339223,0.660777,0.021742553,0.021742553,0.595362894,0,0,0.048557398,0.072666316,0.193890369,0,0.024108918,0.067967256,0,0.169680492,0,0,0,0,0,0,0,0,0
100744,0.688286,0.238819,0.072894,0,0.238819,0,0.238819,0,0.238819,0,0,0.238819,0,0.03682,0.96318,0.64226651,0.04601949,0,0,0,0,0,0.03682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100765,0.069821,0.928216,0.001962,0,0.928216,0.108152015,0.820063985,0.928216,0,0,0.637079195,0.291136805,0,0.031074,0.968926,0.031908197,0.037912803,0,0,0,0,0.031074,0,0,0,0,0,0,0.568020853,0.360195147,0,0,0.599247896,0.049749593,0.084570688,0,0.194647823
100774,0.490703,0.418373,0.090924,0,0.418373,0,0.418373,0,0.418373,0,0,0.346311598,0.072061402,0.204039,0.795961,0.111881265,0.378821735,0,0.05100975,0,0,0,0.15302925,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100801,0.034997,0.965003,0,0,0.965003,0.251869643,0.713133357,0.875162186,0.089840814,0,0.551016713,0.413986287,0,0.19804,0.80196,0.0069994,0.0279976,0,0.039608,0,0.039608,0.079216,0,0.039608,0,0,0,0,0.598610935,0.276551251,0,0.091983922,0.230397822,0.091983922,0,0.138413901,0.322381744
100813,0.017011,0.982989,0,0,0.982989,0.455086553,0.527902447,0.952819102,0.030169898,0,0.0610446,0.721591582,0.200352818,0.372563,0.627437,0.014522444,0.002488556,0,0.331208507,0.041354493,0,0,0,0,0,0,0,0,0,0.567698196,0.385120906,0,0.952819102,0,0,0,0
100821,0.05774,0.925928,0.016332,0,0.925928,0.090738166,0.835189834,0.750736867,0.175191133,0.142733653,0.696828413,0.02850099,0.05786587,0.236102,0.763898,0.023096,0.034644,0,0,0,0.026207322,0.209894678,0,0,0,0,0,0,0.240235797,0.390383171,0.120117899,0.060058949,0.030029475,0.060058949,0.270265272,0.030029475,0.300294747
100822,0.312826,0.687174,0,0.058344508,0.628829492,0,0.628829492,0.499081216,0.129748275,0.255337473,0.193483917,0.180008101,0,0.04813,0.95187,6.20E-04,0.19737037,0.114835609,0.04533846,0,0.00279154,0,0,0,0,0,0.058344508,0,0.294822247,0.204258969,0,0,0.060095367,0,0,0,0.438985849
100836,0.418589,0.55783,0.023581,0.55783,0,0,0,0,0,0,0,0,0,0.128841,0.871159,0,0.010038601,0.408550399,0,0.042946957,0,0.042946957,0.042946957,0,0,0.3371915,0,0.2206385,0,0,0,0,0,0,0,0,0
100852,0.727389,0.237785,0.034826,0,0.237785,0.176500672,0.061284328,0.178473336,0.059311664,0.237785,0,0,0,0.137646,0.862354,0.628442274,0.098946726,0,0,0,0,0.045836118,0.091809882,0,0,0,0,0,0,0,0.178473336,0,0,0,0,0,0.178473336
100859,0,1,0,0.040909,0.959091,0.13353424,0.82555676,0.816532673,0.142558327,0.022028402,0.554442834,0.271792962,0.110826801,0.183552,0.816448,0,0,0,0,0.026247936,0.052495872,0.104808192,0,0,0,0.040909,0,0,0.015458597,0,0.801074076,0,0.785880036,0.030652637,0,0,0
100861,0.518083,0.464151,0.017766,0.010418797,0.453732203,0,0.453732203,0,0.453732203,0,0.090291801,0.363440402,0,0.447333,0.552667,0.453304492,0.064778508,0,0,0,0.036815953,0.031805376,0.291743425,0.086967798,0,0.010418797,0,0,0,0,0,0,0,0,0,0,0
100867,0.806776,0.143003,0.05022,0,0.143003,0,0.143003,0,0.143003,0,0,0.143003,0,0.124029,0.875971,0.693999203,0.112776797,0,0,0.023046325,0,0.037295396,0.037295396,0.026391759,0,0,0,0,0,0,0,0,0,0,0,0,0
100887,0.548984,0.430549,0.020467,0,0.430549,0.280731726,0.149817274,0.330201806,0.100347194,0.051769642,0.069658953,0.255568289,0.053552115,0.175481,0.824519,0.087678784,0.461305216,0,0.00526443,0,0.056680363,0,0.113536207,0,0,0,0,0,0.165100903,0.165100903,0,0,0.165100903,0,0,0,0.165100903
100894,0.28242,0.70733,0.01025,0.074433751,0.632896249,0,0.632896249,0.209744982,0.423151268,0,0,0.632896249,0,0.131548,0.868452,0.187448932,0.094971068,0,0,0,0.034701047,0.041768595,0.055078227,0,0,0.074433751,0,0,0,0,0.209744982,0,0,0,0,0,0.209744982
100938,0.384686,0.238401,0.376913,0,0.238401,0,0.238401,0.120882181,0.117518819,0.060755303,0.177645697,0,0,0.228172,0.771828,0.022655313,0.221732626,0.140298062,0,0,0,0.072588587,0.110526745,0.04505644,0,0,0,0,0.120882181,0,0,0,0,0,0,0,0.120882181
100951,0.065374,0.934626,0,0,0.934626,0.133372065,0.801253935,0.741014486,0.193611514,0.061695597,0.694630866,0.142977216,0.035321386,0.15381,0.84619,0.02526071,0.04011329,0,0.061524,0,0.030762,0.030762,0.030762,0,0,0,0,0,0.549075432,0.16590351,0.026035544,0,0.093055858,0.196489624,0.150473366,0.04402293,0.256972708
100986,0.475139,0.513016,0.011844,0.513016,0,0,0,0,0,0,0,0,0,0.110765,0.889235,0,0.024620753,0.450518247,0.05446891,0,0.042132126,0,0,0.014163964,0,0.150075136,0,0.362940864,0,0,0,0,0,0,0,0,0
101007,0.077166,0.895607,0.027227,0,0.895607,0.147038966,0.748568034,0.742200268,0.153406732,0,0.740600714,0.093122529,0.061883757,0.347489,0.652511,0.039376112,0.037789888,0,0,0.04344238,0.04344238,0.21488268,0.045721908,0,0,0,0,0,0.480422523,0.210206702,0.051571043,0,0.030076181,0.296900889,0,0,0.415223198
101061,0.745385,0.254615,0,0,0.254615,0,0.254615,0,0.254615,0.084786795,0.169828205,0,0,0.317567,0.682433,0.018165032,0.674893941,0.052326027,0,0,0.1270268,0.1270268,0.0635134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101074,0.083596,0.905201,0.011203,0,0.905201,0.715896315,0.189304685,0.793333545,0.111867455,0,0.140856517,0.701690996,0.062653487,0.499747,0.500253,0.019577514,0.064018486,0,0,0,0.1499241,0.0999494,0.0499747,0.1998988,0,0,0,0,0,0.396666772,0.396666772,0.170555605,0.585682456,0,0,0,0.03709469
101092,0.870043,0.077985,0.051972,0,0.077985,0,0.077985,0,0.077985,0,0.068397758,0,0.009587242,0.075911,0.924089,0.291540099,0.578502901,0,0,0.025303641,0,0.025303641,0,0.025303641,0,0,0,0,0,0,0,0,0,0,0,0,0
101127,0.361844,0.623873,0.014283,0.594521647,0.029351353,0,0.029351353,0,0.029351353,0.029351353,0,0,0,0.181519,0.818481,0,0,0.361844,0,0,0.030313673,0.060445827,0,0,0.0907595,0.201542838,0,0.392978809,0,0,0,0,0,0,0,0,0
101133,0.201007,0.720613,0.07838,0.050591356,0.670021644,0.118146927,0.551874717,0.35168498,0.318336663,0.257845099,0.412176545,0,0,0.635126,0.364874,0.046218344,0.154788656,0,0,0,0.022841671,0.128801647,0.385771087,0.096442613,0.001268982,0.037184647,0.013406709,0,0.189909889,0,0.161775091,0.269761371,0.081923609,0,0,0,0
101135,0.523,0.477,0,0.477,0,0,0,0,0,0,0,0,0,0.027,0.973,0.002092,0,0.520908,0.001998,0,0,0,0,0,0.025002,0.025281,0,0.451719,0,0,0,0,0,0,0,0,0
101140,0.034641,0.965359,0,0.037597837,0.927761163,0.579493539,0.348267624,0.89302393,0.034737233,0.110866531,0.764728477,0.052166155,0,0.285573,0.714427,0,0.034641,0,0.081592204,0.040796102,0.040796102,0,0.081592204,0.040796102,0,0.010648121,0.013437881,0.013511873,0.14198634,0.395358661,0.355678929,0,0.89302393,0,0,0,0
101151,0.644645,0.222222,0.133133,0,0.222222,0,0.222222,0,0.222222,0.0666666,0.1555554,0,0,0.154,0.846,0.37776197,0.26688303,0,0,0.025718,0,0.051282,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101164,0.737512,0.244453,0.018035,0,0.244453,0,0.244453,0,0.244453,0,0.118153669,0.126299331,0,0.096905,0.903095,0.216051928,0.509972585,0.011488224,0,0,0.096905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101166,0.369798,0.630202,0,0,0.630202,0.117859748,0.512342252,0.483407158,0.146794842,0.062824837,0.468161311,0.05612579,0.043090062,0.225387,0.774613,0.011009626,0.358788374,0,0,0,0,0.160926318,0.064460682,0,0,0,0,0,0.207381671,0.276025487,0,0,0.263701988,0.069523617,0,0,0.150182035
101181,0.037222,0.951572,0.011206,0.951572,0,0,0,0,0,0,0,0,0,0.031847,0.968153,0,0,0.037222,0,0,0.031847,0,0,0,0,0.745197919,0.173217506,0.033155623,0,0,0,0,0,0,0,0,0
101232,0.240397,0.743943,0.01566,0.743943,0,0,0,0,0,0,0,0,0,0.338171,0.661829,0,0.023318028,0.217078972,0,0.037536981,0.037536981,0.037536981,0.188023076,0.037536981,0,0.605060745,0.096876257,0.042006741,0,0,0,0,0,0,0,0,0
101239,0.225396,0.769924,0.00468,0.384962,0.384962,0,0.384962,0,0.384962,0.175589252,0.209372748,0,0,0.374494,0.625506,0,0.026474563,0.198921437,0,0.0374494,0,0.0374494,0.2995952,0,0,0.101548741,0,0.283413259,0,0,0,0,0,0,0,0,0
101244,0.090797,0.909203,0,0.079368876,0.829834124,0.130613402,0.699220722,0.456321636,0.373512488,0,0.494206883,0.335627241,0,0.591791,0.408209,0,0.055379451,0.035417549,0,0,0.169252226,0.197066403,0.056220145,0.169252226,0,0.054889054,0,0.024479822,0,0,0.456321636,0.034582335,0.421739301,0,0,0,0
101246,0.636023,0.250403,0.113575,0,0.250403,0,0.250403,0,0.250403,0,0.076596525,0.173806475,0,0.300035,0.699965,0.61186303,0.02415997,0,0,0.060137515,0,0,0.169232041,0.070665443,0,0,0,0,0,0,0,0,0,0,0,0,0
101247,0.781271,0.16784,0.050888,0,0.16784,0,0.16784,0.130213964,0.037626036,0,0,0.070456211,0.097383789,0.026823,0.973177,0.766655763,0.014615237,0,0,0,0.026823,0,0,0,0,0,0,0,0.130213964,0,0,0,0,0,0,0,0.130213964
101251,0.722908,0.252678,0.024414,0,0.252678,0,0.252678,0.252678,0,0,0,0.17557912,0.07709888,0.282675,0.717325,0.572891578,0.150016422,0,0,0,0.105695857,0.034371019,0.072009478,0.070598647,0,0,0,0,0,0,0.252678,0.252678,0,0,0,0,0
101275,0.092841,0.893727,0.013433,0,0.893727,0.464106175,0.429620825,0.823758901,0.069968099,0,0.360221136,0.506748571,0.026757293,0.06098,0.93902,0,0.079080571,0.013760429,0,0.03049,0,0,0.03049,0,0,0,0,0,0.44490724,0.320091291,0.05876037,0.021057749,0.514266092,0,0,0,0.28843506
101283,0.576192,0.423808,0,0,0.423808,0.183939453,0.239868547,0.179202975,0.244605025,0,0.327799383,0.096008617,0,0.106892,0.893108,0.496226346,0.079965654,0,0,0.053446,0,0,0.053446,0,0,0,0,0,0.179202975,0,0,0,0,0,0,0,0.179202975
101286,0.55827,0.388391,0.053339,0,0.388391,0,0.388391,0.314012958,0.074378042,0.036438844,0.351952156,0,0,0.345506,0.654494,0.099416163,0.458853837,0,0,0.0345506,0.0691012,0.1036518,0.1382024,0,0,0,0,0,0,0.209446643,0.104566315,0,0.104670881,0.104670881,0,0,0.104670881
101290,0.831181,0.168819,0,0.095551554,0.073267446,0,0.073267446,0,0.073267446,0,0,0.073267446,0,0.151699,0.848301,0.177687381,0.653493619,0,0.020155791,0,0,0.065771529,0.065771529,0,0,0.070245394,0.02530616,0,0,0,0,0,0,0,0,0,0
101291,0.87988,0.091484,0.028636,0,0.091484,0,0.091484,0,0.091484,0,0.037905298,0.053578702,0,0.078393,0.921607,0.425625232,0.454254768,0,0,0.0391965,0,0.0391965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101296,0.656344,0.257661,0.085995,0,0.257661,0,0.257661,0,0.257661,0,0.089514781,0.107502095,0.060644124,0.118468,0.881532,0.519305936,0.137038064,0,0.030873353,0.029755252,0,0,0.027485405,0.030353989,0,0,0,0,0,0,0,0,0,0,0,0,0
101298,0.093262,0.90032,0.006418,0.022101055,0.878218945,0.787808939,0.090410006,0.786702383,0.091516562,0.015961629,0.468679104,0.371303066,0.022275145,0.255822,0.744178,0.080102452,0.010795543,0.002364005,0.03197775,0.03197775,0.09593325,0.0639555,0.03197775,0,0,0.014155682,0.007945374,0,0.252070457,0.475373569,0.059258357,0,0.733151552,0,0,0,0.053550831
101306,0.376784,0.611058,0.012157,0.26415854,0.34689946,0,0.34689946,0.143031851,0.203867609,0.203602925,0.143296535,0,0,0.348793,0.651207,0,0.070593873,0.306190127,0.033135335,0,0,0.018834822,0.131843754,0.164979089,0,0.062484854,0,0.201673687,0.143031851,0,0,0,0,0,0,0,0.143031851
101307,0.047993,0.952007,0,0.033655351,0.918351649,0.845113105,0.073238544,0.805166645,0.113185004,0.053932956,0.730596491,0.133822202,0,0.282963,0.717037,0.016042092,0.031950908,0,0,0,0,0.282963,0,0,0,0.033655351,0,0,0.250959171,0.237674726,0.316531942,0,0.765050022,0,0,0,0.040116623
101315,0.121268,0.852081,0.026651,0,0.852081,0.198200005,0.653880995,0.701992044,0.150088956,0.015155965,0.37302402,0.399649847,0.064251168,0.435066,0.564934,0.015114722,0.106153278,0,0,0.072656022,0.036110478,0.036110478,0.181422522,0.1087665,0,0,0,0,0.382585664,0.191643828,0.127762552,0.12763479,0.319086974,0,0,0,0.255269579
101324,0.444025,0.555975,0,0,0.555975,0.243818944,0.312156056,0.353629011,0.202345989,0.374623739,0.181351261,0,0,0.133159,0.866841,0,0.423068352,0.020956648,0,0,0.044443814,0.041588485,0.047126834,0,0,0,0,0,0.130579988,0.223049023,0,0,0,0,0,0,0.353629011
